,mean,std,mode,percentile_16,percentile_50,percentile_95,max_likelihood,mode_overall
xc/eta,109.58,"[20.998, 17.621]",103.986,"[100.122, 107.998]","[95.193, 119.471]","[81.816, 157.704]",100.606,100.606
beta/eta,45.599,"[2.371, 2.254]",46.148,"[45.197, 46.469]","[44.574, 47.777]","[40.449, 49.808]",46.886,46.886
xc^2/epsilon,26.926,"[6.283, 5.094]",25.206,"[24.064, 26.403]","[22.621, 29.879]","[19.381, 41.981]",24.017,24.017
xc,125.425,"[67.53, 43.896]",95.015,"[86.261, 104.658]","[80.878, 154.06]","[58.6, 275.148]",134.054,134.054
eta,1.074,"[0.546, 0.362]",0.926,"[0.845, 1.015]","[0.796, 1.375]","[0.489, 2.105]",1.332,1.332
beta,50.124,"[26.419, 17.301]",55.233,"[50.709, 60.161]","[38.14, 67.421]","[24.179, 100.459]",62.474,62.474
epsilon,478.052,"[609.768, 267.968]",320.187,"[265.521, 386.107]","[234.366, 720.65]","[125.568, 2215.92]",748.258,748.258
sqrt(xc/eta),10.641,"[1.022, 0.932]",10.197,"[10.006, 10.392]","[9.881, 11.21]","[9.16, 12.879]",10.03,10.03
s= eta^0.5*xc^1.5/epsilon,2.634,"[0.364, 0.32]",2.433,"[2.411, 2.548]","[2.324, 2.743]","[2.159, 3.421]",2.394,2.394
beta*xc/epsilon,11.171,"[0.296, 0.288]",11.174,"[11.02, 11.226]","[10.918, 11.33]","[10.619, 11.758]",11.192,11.192
eta*xc/epsilon,0.247,"[0.0108, 0.0104]",0.242,"[0.241, 0.245]","[0.237, 0.251]","[0.23, 0.271]",0.239,0.239
Fx=beta^2/eta*xc,18.131,"[5.812, 4.401]",20.548,"[18.992, 21.095]","[16.224, 23.43]","[10.115, 28.905]",21.85,21.85
Dx =beta*epsilon/eta*xc^2,1.623,"[0.488, 0.375]",1.861,"[1.74, 1.989]","[1.455, 2.08]","[0.931, 2.487]",1.952,1.952
Pk=beta*k/epsilon,0.0476,"[0.026, 0.0168]",0.0479,"[0.0432, 0.0532]","[0.0376, 0.0703]","[0.0201, 0.0996]",0.0417,0.0417
Fk=beta^2/eta*k,4702.841,"[2664.201, 1700.725]",5428.218,"[4913.847, 5996.432]","[3768.135, 6847.633]","[2073.54, 9542.44]",5858.223,5858.223
Dk =beta*epsilon/eta*k^2,103634.365,"[139448.659, 59451.594]",64278.89,"[53741.853, 76881.899]","[47695.289, 157342.858]","[23305.185, 408831.428]",140330.203,140330.203
Fk^2/Dk=beta^3/eta*epsilon,221.225,"[71.111, 53.813]",239.548,"[218.619, 246.96]","[193.531, 278.975]","[118.85, 378.365]",244.557,244.557
epsilon/beta^2,0.199,"[0.0486, 0.0391]",0.191,"[0.178, 0.196]","[0.162, 0.215]","[0.14, 0.33]",0.192,0.192
k/beta,0.00975,"[0.00533, 0.00345]",0.00905,"[0.00831, 0.0104]","[0.00661, 0.0124]","[0.00497, 0.0219]",0.008,0.008
k^2/epsilon,0.000479,"[0.000639, 0.000274]",0.000689,"[0.000571, 0.00083]","[0.00027, 0.000941]","[0.000113, 0.00199]",0.000334,0.000334
best fit_MedianLifetime,46.33,0.509999999999998,46.33,"[45.839999999999996, 46.839999999999996]","[45.839999999999996, 46.839999999999996]","[45.839999999999996, 46.839999999999996]",46.33,
best fit_MaxLifetime,75.08,0,75.08,"[75.08, 75.08]","[75.08, 75.08]","[75.08, 75.08]",75.08,
data_MedianLifetime,47.0,0.5200000000000031,47.0,"[46.53, 47.52]","[46.53, 47.52]","[46.53, 47.52]",47.0,
data_MaxLifetime,66.0,0,66.0,"[66.0, 66.0]","[66.0, 66.0]","[66.0, 66.0]",66.0,
