smurf times,smurf dt,death times,death dt,events
16.0,0.29166666666666663,16.0,0.29166666666666663,1
16.0,0.29166666666666663,16.0,0.29166666666666663,1
16.0,0.29166666666666663,16.0,0.29166666666666663,1
16.0,0.29166666666666663,16.0,0.29166666666666663,1
16.0,0.29166666666666663,16.0,0.29166666666666663,1
16.0,0.29166666666666663,16.0,0.29166666666666663,1
16.0,0.29166666666666663,16.0,0.29166666666666663,1
16.0,0.29166666666666663,16.0,0.5833333333333333,1
16.0,0.29166666666666663,16.0,0.5833333333333333,1
16.0,0.29166666666666663,16.0,0.5833333333333333,1
16.0,0.29166666666666663,16.0,0.5833333333333333,1
16.0,0.29166666666666663,16.0,0.5833333333333333,1
16.0,0.29166666666666663,16.0,0.5833333333333333,1
16.0,0.29166666666666663,16.0,0.5833333333333333,1
16.0,0.29166666666666663,16.0,0.5833333333333333,1
16.0,0.29166666666666663,16.0,0.5833333333333333,1
16.0,0.29166666666666663,16.0,0.5833333333333333,1
16.0,0.29166666666666663,17.0,0.125,1
16.0,0.29166666666666663,17.0,0.125,1
16.0,0.29166666666666663,17.0,0.125,1
16.0,0.29166666666666663,17.0,0.125,1
16.0,0.29166666666666663,17.0,0.125,1
16.0,0.29166666666666663,17.0,0.125,1
16.0,0.29166666666666663,17.0,0.125,1
16.0,0.29166666666666663,17.0,0.125,1
16.0,0.29166666666666663,17.0,0.125,1
16.0,0.29166666666666663,17.0,0.125,1
16.0,0.29166666666666663,17.0,0.125,1
16.0,0.29166666666666663,17.0,0.125,1
16.0,0.29166666666666663,17.0,0.041666666666666664,1
16.0,0.29166666666666663,17.0,0.041666666666666664,1
16.0,0.29166666666666663,17.0,0.041666666666666664,1
16.0,0.29166666666666663,17.0,0.041666666666666664,1
16.0,0.29166666666666663,18.0,1.0,1
16.0,0.29166666666666663,18.0,1.0,1
16.0,0.29166666666666663,18.0,1.0,1
16.0,0.29166666666666663,18.0,1.0,1
16.0,0.29166666666666663,18.0,1.0,1
16.0,0.29166666666666663,18.0,1.0,1
16.0,0.29166666666666663,18.0,1.0,1
16.0,0.29166666666666663,18.0,1.0,1
16.0,0.29166666666666663,18.0,1.0,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.125,1
16.0,0.29166666666666663,18.0,0.5833333333333333,1
16.0,0.29166666666666663,18.0,0.5833333333333333,1
16.0,0.29166666666666663,18.0,0.5833333333333333,1
16.0,0.29166666666666663,18.0,0.5833333333333333,1
16.0,0.29166666666666663,18.0,0.5833333333333333,1
16.0,0.29166666666666663,18.0,0.5833333333333333,1
16.0,0.29166666666666663,18.0,0.5833333333333333,1
16.0,0.29166666666666663,18.0,0.5833333333333333,1
16.0,0.29166666666666663,19.0,0.16666666666666666,1
16.0,0.29166666666666663,19.0,0.16666666666666666,1
16.0,0.29166666666666663,19.0,0.16666666666666666,1
16.0,0.29166666666666663,19.0,0.16666666666666666,1
16.0,0.29166666666666663,19.0,0.16666666666666666,1
16.0,0.5833333333333333,19.0,0.16666666666666666,1
16.0,0.5833333333333333,19.0,0.16666666666666666,1
16.0,0.5833333333333333,19.0,0.16666666666666666,1
16.0,0.5833333333333333,19.0,0.16666666666666666,1
16.0,0.5833333333333333,19.0,0.16666666666666666,1
16.0,0.5833333333333333,19.0,0.16666666666666666,1
16.0,0.5833333333333333,19.0,0.16666666666666666,1
17.0,0.125,19.0,0.16666666666666666,1
17.0,0.125,19.0,0.16666666666666666,1
17.0,0.125,19.0,0.16666666666666666,1
17.0,0.125,19.0,0.16666666666666666,1
17.0,0.125,19.0,0.16666666666666666,1
17.0,0.125,19.0,0.16666666666666666,1
17.0,0.041666666666666664,19.0,0.16666666666666666,1
17.0,0.041666666666666664,19.0,0.16666666666666666,1
17.0,0.041666666666666664,19.0,0.16666666666666666,1
18.0,1.0,19.0,0.16666666666666666,1
18.0,1.0,19.0,0.16666666666666666,1
18.0,1.0,19.0,0.16666666666666666,1
18.0,1.0,19.0,0.16666666666666666,1
18.0,1.0,19.0,0.16666666666666666,1
18.0,1.0,20.0,0.7916666666666666,1
18.0,1.0,20.0,0.7916666666666666,1
18.0,1.0,20.0,0.7916666666666666,1
18.0,1.0,20.0,0.7916666666666666,1
18.0,1.0,20.0,0.7916666666666666,1
18.0,0.125,20.0,0.7916666666666666,1
18.0,0.125,20.0,0.7916666666666666,1
18.0,0.125,20.0,0.7916666666666666,1
18.0,0.125,20.0,0.7916666666666666,1
18.0,0.125,20.0,0.041666666666666664,1
18.0,0.125,20.0,0.041666666666666664,1
18.0,0.125,20.0,0.041666666666666664,1
18.0,0.125,20.0,0.041666666666666664,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.125,20.0,0.125,1
18.0,0.5833333333333333,20.0,0.125,1
18.0,0.5833333333333333,20.0,0.125,1
18.0,0.5833333333333333,21.0,0.9166666666666666,1
18.0,0.5833333333333333,21.0,0.9166666666666666,1
18.0,0.5833333333333333,21.0,0.9166666666666666,1
18.0,0.5833333333333333,21.0,0.9166666666666666,1
19.0,0.16666666666666666,21.0,0.9166666666666666,1
19.0,0.16666666666666666,21.0,0.9166666666666666,1
19.0,0.16666666666666666,21.0,0.8333333333333333,1
19.0,0.16666666666666666,21.0,0.8333333333333333,1
19.0,0.16666666666666666,21.0,0.8333333333333333,1
19.0,0.16666666666666666,21.0,0.8333333333333333,1
19.0,0.16666666666666666,21.0,0.8333333333333333,1
19.0,0.16666666666666666,21.0,0.8333333333333333,1
19.0,0.16666666666666666,21.0,0.8333333333333333,1
19.0,0.16666666666666666,21.0,0.8333333333333333,1
19.0,0.16666666666666666,21.0,0.8333333333333333,1
19.0,0.16666666666666666,21.0,0.8333333333333333,1
19.0,0.16666666666666666,21.0,0.8333333333333333,1
19.0,0.16666666666666666,21.0,0.8333333333333333,1
19.0,0.16666666666666666,21.0,0.8333333333333333,1
19.0,0.16666666666666666,21.0,0.8333333333333333,1
19.0,0.16666666666666666,21.0,0.8333333333333333,1
19.0,0.16666666666666666,21.0,0.8333333333333333,1
19.0,0.16666666666666666,22.0,0.16666666666666666,1
19.0,0.16666666666666666,22.0,0.16666666666666666,1
19.0,0.16666666666666666,22.0,0.16666666666666666,1
19.0,0.16666666666666666,22.0,0.16666666666666666,1
19.0,0.16666666666666666,22.0,0.16666666666666666,1
19.0,0.16666666666666666,22.0,0.16666666666666666,1
19.0,0.16666666666666666,22.0,0.16666666666666666,1
19.0,0.16666666666666666,22.0,0.041666666666666664,1
19.0,0.16666666666666666,22.0,0.041666666666666664,1
19.0,0.16666666666666666,22.0,0.041666666666666664,1
19.0,0.16666666666666666,22.0,0.041666666666666664,1
19.0,0.16666666666666666,22.0,0.041666666666666664,1
19.0,0.16666666666666666,22.0,0.041666666666666664,1
19.0,0.16666666666666666,22.0,0.041666666666666664,1
19.0,0.16666666666666666,22.0,0.041666666666666664,1
20.0,0.7916666666666666,22.0,0.041666666666666664,1
20.0,0.7916666666666666,22.0,0.041666666666666664,1
20.0,0.7916666666666666,22.0,0.041666666666666664,1
20.0,0.7916666666666666,23.0,0.875,1
20.0,0.7916666666666666,23.0,0.875,1
20.0,0.7916666666666666,23.0,0.875,1
20.0,0.7916666666666666,23.0,0.875,1
20.0,0.7916666666666666,23.0,0.875,1
20.0,0.7916666666666666,23.0,0.875,1
20.0,0.041666666666666664,23.0,0.875,1
20.0,0.041666666666666664,23.0,0.875,1
20.0,0.041666666666666664,23.0,0.875,1
20.0,0.041666666666666664,23.0,0.875,1
20.0,0.041666666666666664,23.0,0.041666666666666664,1
20.0,0.041666666666666664,23.0,0.041666666666666664,1
20.0,0.041666666666666664,23.0,0.041666666666666664,1
20.0,0.041666666666666664,23.0,0.041666666666666664,1
20.0,0.125,23.0,0.041666666666666664,1
20.0,0.125,23.0,0.041666666666666664,1
20.0,0.125,23.0,0.041666666666666664,1
20.0,0.125,23.0,0.041666666666666664,1
20.0,0.125,23.0,0.041666666666666664,1
20.0,0.125,23.0,0.041666666666666664,1
20.0,0.125,23.0,0.08333333333333333,1
20.0,0.125,23.0,0.08333333333333333,1
20.0,0.125,23.0,0.08333333333333333,1
20.0,0.125,23.0,0.5833333333333333,1
20.0,0.125,23.0,0.5833333333333333,1
20.0,0.125,23.0,0.5833333333333333,1
20.0,0.125,23.0,0.5833333333333333,1
20.0,0.125,23.0,0.5833333333333333,1
20.0,0.125,23.0,0.5833333333333333,1
20.0,0.125,23.0,0.5833333333333333,1
20.0,0.125,23.0,0.5833333333333333,1
20.0,0.125,23.0,0.5833333333333333,1
20.0,0.125,24.0,0.41666666666666663,1
20.0,0.125,24.0,0.41666666666666663,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.625,1
20.0,0.125,24.0,0.20833333333333331,1
20.0,0.125,24.0,0.20833333333333331,1
20.0,0.125,24.0,0.20833333333333331,1
20.0,0.125,24.0,0.20833333333333331,1
20.0,0.125,24.0,0.20833333333333331,1
20.0,0.125,25.0,0.20833333333333331,1
21.0,0.9166666666666666,25.0,0.20833333333333331,1
21.0,0.9166666666666666,25.0,0.20833333333333331,1
21.0,0.9166666666666666,25.0,0.20833333333333331,1
21.0,0.9166666666666666,25.0,0.6666666666666666,1
21.0,0.9166666666666666,25.0,0.6666666666666666,1
21.0,0.9166666666666666,25.0,0.6666666666666666,1
21.0,0.9166666666666666,25.0,0.6666666666666666,1
21.0,0.9166666666666666,25.0,0.6666666666666666,1
21.0,0.8333333333333333,25.0,0.6666666666666666,1
21.0,0.8333333333333333,25.0,0.6666666666666666,1
21.0,0.8333333333333333,25.0,0.6666666666666666,1
21.0,0.8333333333333333,25.0,0.6666666666666666,1
21.0,0.8333333333333333,26.0,0.3333333333333333,1
21.0,0.8333333333333333,26.0,0.3333333333333333,1
21.0,0.8333333333333333,26.0,0.3333333333333333,1
21.0,0.8333333333333333,26.0,0.16666666666666666,1
21.0,0.8333333333333333,26.0,0.16666666666666666,1
21.0,0.8333333333333333,26.0,0.16666666666666666,1
21.0,0.8333333333333333,26.0,0.16666666666666666,1
21.0,0.8333333333333333,26.0,0.16666666666666666,1
21.0,0.8333333333333333,26.0,0.16666666666666666,1
21.0,0.8333333333333333,26.0,0.16666666666666666,1
21.0,0.8333333333333333,26.0,0.16666666666666666,1
21.0,0.8333333333333333,26.0,0.16666666666666666,1
21.0,0.8333333333333333,26.0,0.16666666666666666,1
21.0,0.8333333333333333,26.0,0.16666666666666666,1
21.0,0.8333333333333333,26.0,0.16666666666666666,1
21.0,0.8333333333333333,26.0,0.16666666666666666,1
22.0,0.16666666666666666,26.0,0.16666666666666666,1
22.0,0.16666666666666666,26.0,0.16666666666666666,1
22.0,0.16666666666666666,26.0,0.16666666666666666,1
22.0,0.16666666666666666,26.0,0.16666666666666666,1
22.0,0.16666666666666666,26.0,0.16666666666666666,1
22.0,0.16666666666666666,26.0,0.16666666666666666,1
22.0,0.16666666666666666,26.0,0.16666666666666666,1
22.0,0.16666666666666666,26.0,0.16666666666666666,1
22.0,0.16666666666666666,26.0,0.16666666666666666,1
22.0,0.16666666666666666,26.0,0.16666666666666666,1
22.0,0.041666666666666664,26.0,0.5,1
22.0,0.041666666666666664,26.0,0.5,1
22.0,0.041666666666666664,26.0,0.5,1
22.0,0.041666666666666664,26.0,0.5,1
22.0,0.041666666666666664,26.0,0.5,1
22.0,0.041666666666666664,26.0,0.5,1
22.0,0.041666666666666664,26.0,0.5,1
22.0,0.041666666666666664,26.0,0.5,1
22.0,0.041666666666666664,26.0,0.5,1
22.0,0.041666666666666664,26.0,0.5,1
22.0,0.041666666666666664,27.0,0.3333333333333333,1
23.0,0.875,27.0,0.3333333333333333,1
23.0,0.875,27.0,0.3333333333333333,1
23.0,0.875,27.0,0.3333333333333333,1
23.0,0.875,27.0,0.3333333333333333,1
23.0,0.875,27.0,0.3333333333333333,1
23.0,0.875,27.0,0.041666666666666664,1
23.0,0.875,27.0,0.041666666666666664,1
23.0,0.875,27.0,0.041666666666666664,1
23.0,0.875,27.0,0.041666666666666664,1
23.0,0.875,27.0,0.041666666666666664,1
23.0,0.875,27.0,0.75,1
23.0,0.041666666666666664,27.0,0.75,1
23.0,0.041666666666666664,27.0,0.75,1
23.0,0.041666666666666664,27.0,0.75,1
23.0,0.041666666666666664,27.0,0.75,1
23.0,0.041666666666666664,28.0,0.25,1
23.0,0.041666666666666664,28.0,0.25,1
23.0,0.041666666666666664,28.0,0.25,1
23.0,0.041666666666666664,28.0,0.25,1
23.0,0.041666666666666664,28.0,0.25,1
23.0,0.041666666666666664,28.0,0.75,1
23.0,0.041666666666666664,28.0,0.75,1
23.0,0.041666666666666664,28.0,0.75,1
23.0,0.041666666666666664,28.0,0.75,1
23.0,0.041666666666666664,28.0,0.75,1
23.0,0.08333333333333333,28.0,0.75,1
23.0,0.08333333333333333,28.0,0.75,1
23.0,0.08333333333333333,28.0,0.75,1
23.0,0.08333333333333333,28.0,0.75,1
23.0,0.08333333333333333,28.0,0.75,1
23.0,0.08333333333333333,28.0,0.75,1
23.0,0.08333333333333333,28.0,0.75,1
23.0,0.08333333333333333,28.0,0.75,1
23.0,0.5833333333333333,28.0,0.75,1
23.0,0.5833333333333333,28.0,0.75,1
23.0,0.5833333333333333,28.0,0.75,1
23.0,0.5833333333333333,28.0,0.75,1
23.0,0.5833333333333333,28.0,0.75,1
23.0,0.5833333333333333,28.0,0.75,1
23.0,0.5833333333333333,28.0,0.75,1
23.0,0.5833333333333333,28.0,0.75,1
23.0,0.5833333333333333,28.0,0.75,1
24.0,0.41666666666666663,29.0,0.20833333333333331,1
24.0,0.41666666666666663,29.0,0.20833333333333331,1
24.0,0.41666666666666663,29.0,0.20833333333333331,1
24.0,0.625,29.0,0.20833333333333331,1
24.0,0.625,29.0,0.20833333333333331,1
24.0,0.625,29.0,0.20833333333333331,1
24.0,0.625,29.0,0.20833333333333331,1
24.0,0.625,29.0,0.20833333333333331,1
24.0,0.625,29.0,0.20833333333333331,1
24.0,0.625,29.0,0.08333333333333333,1
24.0,0.625,29.0,0.08333333333333333,1
24.0,0.625,29.0,0.08333333333333333,1
24.0,0.625,29.0,0.08333333333333333,1
24.0,0.625,29.0,0.08333333333333333,1
24.0,0.625,29.0,0.08333333333333333,1
24.0,0.625,29.0,0.5416666666666666,1
24.0,0.625,29.0,0.5416666666666666,1
24.0,0.625,29.0,0.5416666666666666,1
24.0,0.625,29.0,0.5416666666666666,1
24.0,0.625,29.0,0.5416666666666666,1
24.0,0.625,29.0,0.5416666666666666,1
24.0,0.625,29.0,0.5416666666666666,1
24.0,0.625,29.0,0.5416666666666666,1
24.0,0.625,29.0,0.5416666666666666,1
24.0,0.625,29.0,0.5416666666666666,1
24.0,0.20833333333333331,29.0,0.5416666666666666,1
24.0,0.20833333333333331,30.0,0.41666666666666663,1
24.0,0.20833333333333331,30.0,0.41666666666666663,1
24.0,0.20833333333333331,30.0,0.41666666666666663,1
24.0,0.20833333333333331,30.0,0.41666666666666663,1
24.0,0.20833333333333331,30.0,0.41666666666666663,1
24.0,0.20833333333333331,30.0,0.41666666666666663,1
24.0,0.20833333333333331,30.0,0.41666666666666663,1
24.0,0.20833333333333331,30.0,0.41666666666666663,1
24.0,0.20833333333333331,30.0,0.41666666666666663,1
25.0,0.20833333333333331,30.0,0.41666666666666663,1
25.0,0.20833333333333331,30.0,0.41666666666666663,1
25.0,0.20833333333333331,30.0,0.041666666666666664,1
25.0,0.20833333333333331,30.0,0.041666666666666664,1
25.0,0.6666666666666666,30.0,0.041666666666666664,1
25.0,0.6666666666666666,30.0,0.041666666666666664,1
25.0,0.6666666666666666,30.0,0.041666666666666664,1
25.0,0.6666666666666666,30.0,0.041666666666666664,1
25.0,0.6666666666666666,30.0,0.041666666666666664,1
25.0,0.6666666666666666,30.0,0.041666666666666664,1
25.0,0.6666666666666666,30.0,0.041666666666666664,1
25.0,0.6666666666666666,30.0,0.041666666666666664,1
25.0,0.6666666666666666,30.0,0.041666666666666664,1
25.0,0.6666666666666666,30.0,0.041666666666666664,1
25.0,0.6666666666666666,30.0,0.041666666666666664,1
25.0,0.6666666666666666,30.0,0.5833333333333333,1
25.0,0.6666666666666666,30.0,0.5833333333333333,1
25.0,0.6666666666666666,30.0,0.5833333333333333,1
25.0,0.6666666666666666,30.0,0.5833333333333333,1
25.0,0.6666666666666666,30.0,0.5833333333333333,1
25.0,0.6666666666666666,30.0,0.5833333333333333,1
25.0,0.6666666666666666,30.0,0.5833333333333333,1
25.0,0.6666666666666666,30.0,0.5833333333333333,1
26.0,0.3333333333333333,30.0,0.5833333333333333,1
26.0,0.3333333333333333,30.0,0.5833333333333333,1
26.0,0.3333333333333333,30.0,0.5833333333333333,1
26.0,0.16666666666666666,30.0,0.5833333333333333,1
26.0,0.16666666666666666,31.0,0.25,1
26.0,0.16666666666666666,31.0,0.25,1
26.0,0.16666666666666666,31.0,0.25,1
26.0,0.16666666666666666,31.0,0.25,1
26.0,0.16666666666666666,31.0,0.25,1
26.0,0.16666666666666666,31.0,0.25,1
26.0,0.16666666666666666,31.0,0.25,1
26.0,0.16666666666666666,31.0,0.25,1
26.0,0.16666666666666666,31.0,0.25,1
26.0,0.16666666666666666,31.0,0.16666666666666666,1
26.0,0.16666666666666666,31.0,0.16666666666666666,1
26.0,0.16666666666666666,31.0,0.16666666666666666,1
26.0,0.16666666666666666,31.0,0.16666666666666666,1
26.0,0.16666666666666666,31.0,0.16666666666666666,1
26.0,0.16666666666666666,31.0,0.16666666666666666,1
26.0,0.16666666666666666,31.0,0.16666666666666666,1
26.0,0.16666666666666666,31.0,0.16666666666666666,1
26.0,0.16666666666666666,31.0,0.16666666666666666,1
26.0,0.5,31.0,0.5,1
26.0,0.5,31.0,0.5,1
26.0,0.5,31.0,0.5,1
26.0,0.5,31.0,0.5,1
26.0,0.5,31.0,0.5,1
26.0,0.5,31.0,0.5,1
26.0,0.5,31.0,0.5,1
26.0,0.5,31.0,0.5,1
26.0,0.5,31.0,0.5,1
26.0,0.5,31.0,0.5,1
26.0,0.5,31.0,0.5,1
26.0,0.5,31.0,0.5,1
26.0,0.5,31.0,0.5,1
27.0,0.3333333333333333,31.0,0.5,1
27.0,0.3333333333333333,31.0,0.5,1
27.0,0.3333333333333333,31.0,0.5,1
27.0,0.3333333333333333,31.0,0.5,1
27.0,0.3333333333333333,31.0,0.5,1
27.0,0.3333333333333333,31.0,0.5,1
27.0,0.3333333333333333,31.0,0.5,1
27.0,0.3333333333333333,31.0,0.5,1
27.0,0.3333333333333333,31.0,0.5,1
27.0,0.3333333333333333,31.0,0.5,1
27.0,0.3333333333333333,31.0,0.5,1
27.0,0.041666666666666664,31.0,0.5,1
27.0,0.041666666666666664,32.0,0.4583333333333333,1
27.0,0.041666666666666664,32.0,0.4583333333333333,1
27.0,0.041666666666666664,32.0,0.4583333333333333,1
27.0,0.041666666666666664,32.0,0.08333333333333333,1
27.0,0.75,32.0,0.08333333333333333,1
27.0,0.75,32.0,0.08333333333333333,1
27.0,0.75,32.0,0.08333333333333333,1
27.0,0.75,32.0,0.08333333333333333,1
27.0,0.75,32.0,0.08333333333333333,1
28.0,0.25,32.0,0.08333333333333333,1
28.0,0.25,32.0,0.08333333333333333,1
28.0,0.25,32.0,0.08333333333333333,1
28.0,0.25,32.0,0.08333333333333333,1
28.0,0.25,32.0,0.08333333333333333,1
28.0,0.25,32.0,0.5,1
28.0,0.25,32.0,0.5,1
