,death times,events
0,916,1
1,1099,1
2,666,1
3,957,1
4,553,1
5,1112,1
6,686,1
7,924,1
8,292,1
9,454,1
10,847,1
11,974,1
12,875,1
13,736,1
14,757,1
15,868,1
16,847,1
17,1106,1
18,620,1
19,564,1
20,929,1
21,903,1
22,961,1
23,961,1
24,884,1
25,371,1
26,273,1
27,763,1
28,540,1
29,433,1
30,489,1
31,685,1
32,417,1
33,1031,1
34,844,1
35,612,1
36,593,1
37,324,1
38,437,1
39,876,1
40,791,1
41,763,1
42,467,1
43,776,1
44,1040,1
45,625,1
46,940,1
47,757,1
48,88,1
49,522,1
50,554,1
51,366,1
52,816,1
53,299,1
54,967,1
55,499,1
56,875,1
57,806,1
58,582,1
59,714,1
60,365,1
61,714,1
62,813,1
63,831,1
64,831,1
65,665,1
66,1108,1
67,784,1
68,498,1
69,915,1
70,703,1
71,841,1
72,854,1
73,854,1
74,818,1
75,860,1
76,391,1
77,791,1
78,516,1
79,750,1
80,750,1
81,822,1
82,781,1
83,838,1
84,344,1
85,478,1
86,486,1
87,819,1
88,953,1
89,876,1
90,463,1
91,581,1
92,1071,1
93,830,1
94,1054,1
95,830,1
96,729,1
97,757,1
98,408,1
99,493,1
100,611,1
101,583,1
102,504,1
103,841,0
104,561,1
105,905,1
106,903,1
107,511,1
108,848,1
109,420,1
110,540,1
111,1064,1
112,936,1
113,875,1
114,730,1
115,955,1
116,857,1
117,1216,1
118,659,1
119,600,1
120,860,1
121,998,1
122,553,1
123,757,1
124,751,1
125,479,1
126,717,1
127,729,1
128,373,1
129,824,1
130,674,1
131,847,1
132,658,1
133,686,1
134,877,1
135,1059,1
136,779,1
137,765,1
138,734,0
139,626,1
140,729,1
141,863,1
142,966,1
143,409,1
144,635,1
145,740,0
146,740,0
147,505,1
148,1065,1
149,363,1
150,560,1
151,753,1
152,546,1
153,982,1
154,1132,1
155,886,1
156,524,1
157,474,1
158,848,1
159,774,1
160,932,1
161,837,1
162,681,1
163,798,1
164,423,1
165,543,1
166,570,1
167,382,1
168,798,1
169,1082,1
170,619,1
171,910,1
172,813,1
173,929,1
174,660,1
175,775,1
176,592,1
177,758,1
178,988,1
179,927,1
180,671,1
181,808,1
182,1073,1
183,948,1
184,604,1
185,1111,1
186,311,1
187,955,1
188,140,1
189,1070,1
190,819,1
191,507,1
192,654,1
193,627,1
194,887,1
195,640,1
196,386,1
197,878,1
198,896,1
199,635,1
200,893,1
201,829,1
202,809,1
203,562,1
204,1072,1
205,1041,1
206,567,0
207,822,1
208,697,1
209,774,1
210,479,1
211,580,1
212,205,0
213,635,1
214,306,1
215,824,1
216,861,1
217,885,1
218,638,1
219,212,0
220,212,0
221,212,0
222,197,1
223,1100,1
224,417,1
225,703,1
226,973,1
227,452,1
228,665,1
229,572,1
230,777,1
231,961,1
232,792,1
233,1070,1
234,481,1
235,693,1
236,586,1
237,614,1
238,27,1
239,685,1
240,609,1
241,760,1
242,370,1
243,684,1
244,837,1
245,550,1
246,705,1
247,739,1
248,825,1
249,788,1
250,929,1
251,747,1
252,624,1
253,886,1
254,552,1
255,823,1
256,242,1
257,322,1
258,1111,1
259,538,1
260,789,1
261,287,1
262,561,1
263,724,1
264,441,1
265,937,1
266,643,1
267,774,1
268,844,1
269,985,1
270,693,1
271,1119,1
272,697,1
273,893,1
274,608,1
275,557,1
276,307,1
277,876,1
278,622,1
279,763,1
280,923,1
281,463,1
282,692,1
283,1029,1
284,944,1
285,756,1
286,972,1
287,958,1
288,940,1
289,856,1
290,575,1
291,804,1
292,1001,1
293,674,1
294,1064,1
295,1220,1
296,794,1
297,1035,1
298,469,1
299,866,1
300,357,1
301,769,1
302,894,1
303,810,1
304,338,1
305,1006,1
306,545,1
307,1084,1
308,1124,1
309,849,1
310,857,1
311,892,1
312,893,1
313,502,1
314,752,1
315,998,1
316,1077,1
317,671,1
318,793,1
319,1116,1
320,983,1
321,1091,1
322,548,1
323,730,1
324,850,1
325,946,1
326,870,1
327,1027,1
328,1056,1
329,908,1
330,859,1
331,806,1
332,597,1
333,488,1
334,889,1
335,969,1
336,569,1
337,170,1
338,344,1
339,604,1
340,470,1
341,51,1
342,801,1
343,850,1
344,797,1
345,901,1
346,1027,1
347,559,1
348,776,1
349,1022,1
350,1029,1
351,815,1
352,1022,1
353,288,1
354,936,1
355,575,1
356,736,1
357,811,1
358,817,1
359,724,1
360,404,1
361,1189,1
362,842,1
363,520,1
364,615,1
365,570,1
366,397,1
367,1088,1
368,993,1
369,797,1
370,719,1
371,431,1
372,348,1
373,840,1
374,439,1
375,852,1
376,759,1
377,826,1
378,633,1
379,416,1
380,925,1
381,722,1
382,853,1
383,567,1
384,328,1
385,865,1
386,854,1
387,758,1
388,1062,1
389,492,1
390,521,1
391,1107,1
392,691,1
393,403,1
394,491,1
395,499,1
396,556,1
397,311,1
398,773,1
399,366,1
400,1020,1
401,291,1
402,792,1
403,867,1
404,667,1
405,897,1
406,722,1
407,511,1
408,997,1
409,713,1
410,583,1
411,726,1
412,296,0
413,296,0
414,296,0
415,773,1
416,513,1
417,285,1
418,732,1
419,1020,1
420,256,1
421,533,1
422,1081,1
423,818,1
424,1083,1
425,550,1
426,799,1
427,890,1
428,309,1
429,750,1
430,771,1
431,359,1
432,543,1
433,705,1
434,726,1
435,360,1
436,377,1
437,434,1
438,487,1
439,780,1
440,425,1
441,590,1
442,260,0
443,260,0
444,260,0
445,873,1
446,729,1
447,602,1
448,497,1
449,394,1
450,966,1
451,1139,1
452,652,1
453,1064,1
454,283,1
455,962,1
456,888,1
457,875,1
458,809,1
459,279,1
460,654,1
461,659,1
462,835,1
463,825,1
464,787,1
465,706,1
466,953,1
467,868,1
468,613,1
469,720,1
470,568,1
471,335,1
472,527,1
473,526,1
474,456,1
475,1113,1
476,667,1
477,1004,1
478,666,1
479,653,1
480,262,1
481,806,1
482,1101,1
483,1149,1
484,552,1
485,616,1
486,719,1
487,794,1
488,815,1
489,964,1
490,714,1
491,749,1
492,894,1
493,1013,1
494,781,1
495,634,1
496,1176,1
497,738,1
498,72,0
499,836,1
500,700,1
501,766,1
502,1004,1
503,843,1
504,793,1
505,699,1
506,904,1
507,874,1
508,808,1
509,1042,1
510,829,1
511,903,1
512,896,1
513,587,1
514,972,1
515,1103,1
516,453,1
517,911,1
518,807,1
519,260,1
520,1060,1
521,581,1
522,605,1
523,958,1
524,923,1
525,672,1
526,441,0
527,441,0
528,441,0
529,784,1
530,862,1
531,546,1
532,897,1
533,986,1
534,695,1
535,1025,1
536,460,1
537,965,1
538,593,1
539,744,1
540,795,1
541,940,1
542,748,1
543,724,1
544,702,1
545,706,1
546,488,1
547,864,1
548,636,1
549,869,1
550,456,1
551,696,1
552,631,1
553,461,0
554,729,0
555,729,0
556,865,1
557,1182,1
558,1008,1
559,258,0
560,258,0
561,258,0
562,832,1
563,1007,1
564,414,1
565,543,1
566,1103,1
567,696,1
568,930,1
569,927,1
570,847,1
571,701,0
572,380,0
573,607,0
574,504,1
575,635,1
576,762,1
577,1023,1
578,896,1
579,485,1
580,694,0
581,520,0
582,694,0
583,396,1
584,873,1
585,899,1
586,684,0
587,684,0
588,684,0
589,803,1
590,948,1
591,515,1
592,920,1
593,796,1
594,635,1
595,677,0
596,668,0
597,356,0
598,404,0
599,677,0
600,474,0
601,609,1
602,497,1
603,295,1
604,830,1
605,740,1
606,1197,1
607,878,1
608,648,1
609,676,1
610,812,1
611,629,1
612,892,1
613,364,1
614,650,1
615,564,1
616,476,1
617,961,1
618,952,1
619,791,1
620,997,1
621,850,1
622,920,1
623,795,1
624,731,1
625,842,1
626,677,1
627,1005,1
628,1136,1
629,800,1
630,733,1
631,521,1
632,893,1
633,939,1
634,930,0
635,542,1
636,888,1
637,569,1
638,696,1
639,928,0
640,866,1
641,1032,1
642,866,1
643,927,0
644,393,1
645,925,1
646,918,1
647,1173,1
648,520,1
649,639,1
650,884,1
651,892,1
652,976,1
653,425,1
654,834,1
655,854,1
656,503,1
657,1137,1
658,859,1
659,957,1
660,766,1
661,1212,1
662,496,1
663,1123,1
664,1002,1
665,672,1
666,1153,1
667,782,1
668,747,1
669,876,1
670,762,1
671,949,1
672,924,1
673,488,1
674,364,1
675,941,1
676,882,1
677,897,0
678,897,0
679,831,1
680,561,1
681,792,1
682,375,1
683,990,1
684,209,1
685,794,1
686,832,1
687,647,1
688,935,1
689,1060,1
690,728,1
691,742,1
692,677,1
693,889,1
694,780,1
695,933,1
696,351,1
697,464,1
698,980,1
699,749,1
700,910,1
701,244,1
