,death times,events
0,800,1
1,800,1
2,1000,1
3,700,1
4,738,1
5,807,1
6,1012,1
7,919,1
8,541,1
9,683,1
10,969,1
11,714,1
12,962,1
13,738,1
14,962,1
15,1103,1
16,238,1
17,821,1
18,578,1
19,896,1
20,1212,1
21,895,1
22,798,1
23,1063,1
24,699,1
25,747,1
26,970,1
27,815,1
28,858,1
29,1097,1
30,974,1
31,994,1
32,512,1
33,962,1
34,999,1
35,843,1
36,843,1
37,737,1
38,709,1
39,940,1
40,794,1
41,910,1
42,787,1
43,935,1
44,935,1
45,961,1
46,941,1
47,879,1
48,696,1
49,741,1
50,1050,1
51,786,1
52,904,1
53,719,1
54,937,1
55,775,1
56,747,1
57,562,1
58,715,1
59,1042,1
60,484,1
61,625,1
62,863,1
63,680,1
64,899,1
65,692,1
66,726,1
67,847,1
68,888,1
69,1106,1
70,705,1
71,580,1
72,1161,1
73,1028,1
74,946,1
75,715,1
76,982,1
77,534,1
78,1188,1
79,1009,1
80,856,1
81,916,1
82,865,1
83,860,1
84,801,1
85,994,1
86,1021,1
87,791,1
88,741,1
89,994,1
90,850,1
91,1052,1
92,1078,1
93,945,1
94,985,1
95,604,1
96,988,1
97,831,1
98,803,1
99,973,1
100,1010,1
101,1005,1
102,638,1
103,909,1
104,1093,1
105,1111,1
106,892,1
107,793,1
108,729,1
109,798,1
110,546,1
111,1021,1
112,1159,1
113,958,1
114,991,1
115,939,1
116,957,1
117,1006,1
118,939,1
119,703,1
120,675,1
121,944,1
122,709,1
123,1044,1
124,1178,1
125,1126,1
126,673,1
127,959,1
128,929,1
129,938,1
130,920,1
131,496,1
132,868,1
133,848,1
134,1125,1
135,835,1
136,803,1
137,945,1
138,1146,1
139,665,1
140,1210,1
141,1122,1
142,583,1
143,907,1
144,887,1
145,613,1
146,905,1
147,858,1
148,703,1
149,804,1
150,922,1
151,1111,1
152,637,1
153,427,1
154,1039,1
155,1032,1
156,927,1
157,800,1
158,709,1
159,893,1
160,1037,1
161,942,1
162,861,1
163,911,1
164,1022,1
165,1050,1
166,568,1
167,722,1
168,687,1
169,504,1
