,death times,events
0,19,1
1,19,1
2,19,1
3,19,1
4,21,1
5,21,1
6,23,1
7,23,1
8,23,1
9,23,1
10,25,1
11,25,1
12,25,1
13,25,1
14,25,1
15,25,1
16,25,1
17,25,1
18,27,1
19,27,1
20,27,1
21,27,1
22,27,1
23,27,1
24,27,1
25,27,1
26,27,1
27,27,1
28,29,1
29,29,1
30,29,1
31,29,1
32,29,1
33,29,1
34,29,1
35,29,1
36,29,1
37,29,1
38,31,1
39,31,1
40,31,1
41,31,1
42,31,1
43,31,1
44,31,1
45,31,1
46,31,1
47,31,1
48,31,1
49,31,1
50,31,1
51,31,1
52,31,1
53,31,1
54,31,1
55,31,1
56,31,1
57,33,1
58,33,1
59,33,1
60,33,1
61,33,1
62,33,1
63,33,1
64,33,1
65,33,1
66,33,1
67,33,1
68,33,1
69,33,1
70,33,1
71,33,1
72,33,1
73,33,1
74,33,1
75,35,1
76,35,1
77,35,1
78,35,1
79,35,1
80,35,1
81,35,1
82,35,1
83,35,1
84,35,1
85,37,1
86,37,1
87,37,1
88,37,1
89,37,1
90,37,1
91,37,1
92,37,1
93,39,1
94,39,1
95,39,1
96,39,1
97,39,1
98,39,1
99,39,1
100,39,1
101,41,1
102,41,1
103,41,1
104,41,1
105,41,1
106,41,1
107,41,1
108,43,1
109,43,1
110,45,1
111,45,1
112,45,1
113,47,1
114,51,1
115,7,0
116,27,0
117,27,0
118,29,0
119,29,0
120,29,0
121,31,0
122,33,0
123,35,0
124,3,1
125,7,1
126,13,1
127,15,1
128,17,1
129,19,1
130,19,1
131,21,1
132,21,1
133,23,1
134,23,1
135,23,1
136,23,1
137,23,1
138,25,1
139,25,1
140,25,1
141,25,1
142,25,1
143,25,1
144,25,1
145,27,1
146,27,1
147,27,1
148,27,1
149,27,1
150,27,1
151,27,1
152,27,1
153,27,1
154,27,1
155,27,1
156,27,1
157,29,1
158,29,1
159,29,1
160,29,1
161,29,1
162,29,1
163,29,1
164,29,1
165,29,1
166,29,1
167,29,1
168,29,1
169,29,1
170,29,1
171,29,1
172,31,1
173,31,1
174,31,1
175,31,1
176,31,1
177,31,1
178,31,1
179,31,1
180,31,1
181,31,1
182,31,1
183,31,1
184,31,1
185,31,1
186,31,1
187,31,1
188,31,1
189,31,1
190,31,1
191,31,1
192,31,1
193,31,1
194,31,1
195,31,1
196,31,1
197,31,1
198,31,1
199,31,1
200,31,1
201,31,1
202,33,1
203,33,1
204,33,1
205,33,1
206,35,1
207,37,1
208,37,1
209,37,1
210,37,1
211,39,1
212,39,1
213,41,1
214,41,1
215,43,1
216,45,1
217,45,1
218,45,1
219,45,1
220,45,1
221,47,1
222,47,1
223,47,1
224,47,1
225,49,1
226,25,0
227,27,0
228,29,0
229,29,0
230,31,0
231,31,0
232,31,0
233,31,0
234,31,0
235,31,0
236,31,0
237,31,0
238,31,0
239,31,0
240,31,0
241,31,0
